component_id,mean,sum,count,min,max
10159,17.404142,18.000000,0.966897,0.962725,0.970720
8818,3.942072,4.000000,0.985518,0.985518,0.985518
8935,3.932965,4.000000,0.983241,0.983241,0.983241
8950,3.966068,4.000000,0.991517,0.991517,0.991517
8951,3.916796,4.000000,0.979199,0.979199,0.979199
8988,3.967590,4.000000,0.991897,0.991897,0.991897
10694,3.853870,4.000000,0.963467,0.963467,0.963467
9664,3.931138,4.000000,0.982784,0.982784,0.982784
10705,3.842596,4.000000,0.960649,0.960649,0.960649
9031,3.984072,4.000000,0.996018,0.996018,0.996018
9046,11.893604,12.000000,0.991134,0.986701,1.000000
